title,location,size,rental fee
4 Bed House with En Suite at Spring Valley,"Spring Valley, Loresho, Westlands",Executive 4 Bedroom House All Bedroom en-suite...,"KSh 250,000"
5 Bed House with En Suite at Karen Hardy,"Karen hardy, Karen",5 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,"KSh 500,000"
5 Bed House with En Suite at Lavington,"01, lavington, Lavington",METICULOUSLY DESIGNED 5 BEDROOM TOWNHOUSE TO LE...,"KSh 200,000"
4 Bed Townhouse with En Suite at Kileleshwa,"01, kileleshwa, Kileleshwa",Homely and Stunning! Kileleshwa Four Bedroom To...,"KSh 220,000"
4 Bed House with En Suite in Spring Valley,"Spring Valley, Westlands",Modern! Spring Valley UNFURNISHED Four Bedroom...,"KSh 250,000"
4 Bed House with En Suite in Lavington,Lavington,4 bedrooms Charming house Near French school,"KSh 400,000"
5 Bed House with En Suite in Kiambu Road,Kiambu Road,5 BEDROOM HOUSE TO LET ALONG KIAMBU ROAD,"KSh 200,000"
4 Bed House with En Suite at Runda Grove,"99, Runda Grove, Runda, Westlands",Sandwiched between built homes Situated in a pe...,"KSh 300,000"
4 Bed Townhouse with En Suite in Thika,Thika,4 Bedroom Furnished Town House To Let in Garden...,"KSh 230,000"
4 Bed House with En Suite at Grevillea Grove,"Grevillea Grove, Westlands Area, Westlands",4 bedroom house for rent in Westlands,"KSh 300,000"
4 Bed Townhouse with En Suite at Kiambu Road,Kiambu Road,Newly Built 4-bedroom townhouse for rent in Kia...,"KSh 250,000"
4 Bed Townhouse with En Suite at Lavington,"lavington, Lavington",Town Hse 4bd all ensuite dsq own gate to let in...,"KSh 200,000"
4 Bed Townhouse with En Suite in Lavington,Lavington,Beautiful 4Bedroom Townhouse plus dsq for rent...,"KSh 360,000"
4 Bed House with En Suite in Spring Valley,"Spring Valley, Westlands",Welcoming Spring Valley Four Bedroom Townhouse...,"KSh 250,000"
5 Bed House with En Suite in Runda,"Runda, Westlands",5 Bedroom House to Rent with 2 Bedroom Guest Ho...,"KSh 760,800"
6 Bed House with En Suite at Kizingo,"Kizingo, Mombasa Island",BEAUTIFUL 6 BEDROOM MANSION FOR RENT IN KIZINGO...,"KSh 250,000"
3 Bed House with En Suite in Tigoni,"Tigoni, Limuru",3 bedroom cottage to rent in Tigoni (Kenya) 3K...,"KSh 135,000"
3 Bed Villa with En Suite in Lower Kabete,"Lower Kabete, Westlands",3 Bedroom Villa For Rent Lower Kabete,"KSh 370,000"
4 Bed House with Garden at Runda,"Runda, Westlands","4br Bungalow, Runda","KSh 300,000"
4 Bed House with En Suite at Karen Kcb,"KAREN KCB, Karen",A spacious brand new 4bed all ensuite with a bi...,"KSh 250,000"
5 Bed House with En Suite at Lavington,Lavington,Lavington 5 bedroom house to let,"KSh 350,000"
4 Bed Townhouse with En Suite at Loresho,"loresho, Loresho, Westlands",Beautiful four bedroom Townhouse,"KSh 180,000"
4 Bed House with En Suite at Tchui Rd,"Tchui rd, Muthaiga",Beautiful 4 bedroom ambassadorial house for ren...,"KSh 980,000"
4 Bed House with En Suite at Loresho,"loresho, Loresho, Westlands",Beautiful four bedroom House,"KSh 300,000"
4 Bed House with En Suite at,"Mimosa Road,, Runda, Westlands",Captivating 4 Beds House for rent in Runda,"KSh 400,000"
3 Bed Villa with En Suite at La-Marina Mtwapa,"Mtwapa, La-marina Mtwapa","Holiday rentals,3 Bedrooms own compound cottage","KSh 12,000"
5 Bed House with En Suite in Runda,"Runda, Westlands",5 Bedroom House To Let In Runda,"KSh 300,000"
4 Bed House with En Suite in Muthaiga,Muthaiga,4 bedroom house to rent in Muthaiga,"KSh 375,000"
3 Bed House in Karen Hardy,Karen Hardy,BEAUTIFUL 3 BEDROOM HOUSE,"KSh 150,000"
5 Bed House with En Suite at Kisembe Road,"Kisembe road, Karen",5 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,"KSh 250,000"
5 Bed Townhouse with Swimming Pool in Karen,Karen,RUSTIC 5 BEDROOM HOUSE,"KSh 350,000"
4 Bed Townhouse with En Suite in Kitisuru,"Kitisuru, Westlands",Newly Renovated 4 Bedroom Townhouse To Let in O...,"KSh 250,000"
4 Bed House with En Suite in Runda,"Runda, Westlands",An Exceptional Ambassadorial 4-Bedroom Home To...,"KSh 450,000"
4 Bed Townhouse with Garden in Westlands Area,"General mathenge drive, Westlands Area, Westlands",A 4bdrm townhouse to let in westland.,"KSh 170,000"
4 Bed House with En Suite at Mtwapa,"La-marina Estate, Mtwapa",4 Bedroom Mansion available for long-term renta...,"KSh 150,000"
3 Bed House with Swimming Pool at Nairobi,"Kirawa Road, Kitusuru, Nairobi, Kitisuru, Westlands","3 bed Home, Kitusuru, Nairobi","KSh 600,000"
4 Bed House with En Suite in Muthaiga,Muthaiga,Charming and Well-Maintained 4-Bedroom Stand Al...,"KSh 650,000"
4 Bed Townhouse with En Suite in Kilimani,Kilimani,4BEDROOM TOWNHOUSE FOR RENT IN KILIMANI!,"KSh 180,000"
4 Bed House with En Suite in Kilimani,Kilimani,4 bedroom plus sq to let in kilimani,"KSh 90,000"
4 Bed Townhouse with En Suite in Kilimani,Kilimani,Modern Kilimani 4 bedroom Townhouse with Dsq fo...,"KSh 200,000"
3 Bed House with En Suite at Royale Road,"Royale road, Karen",3 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,"KSh 90,000"
4 Bed House with En Suite in Garden Estate,"Garden Estate, Roysambu",Less Crowded RealEstate! Garden Estate Four Bed...,"KSh 250,000"
4 Bed House in Kitengela,Kitengela,4 Bedrooms Maisonette House for rent in Kitenge...,"KSh 35,000"
4 Bed Townhouse with Garden in Lavington,Lavington,Commercial House for Rent,"KSh 300,000"
4 Bed Villa with En Suite at Kenyatta Road Muigai Inn Side,"kenyatta road muigai inn side, Kenyatta Road",Serenity and Elegance Combined: Rent a Stylish...,"KSh 80,000"
4 Bed House with En Suite at Runda Paradise Estate,"Runda Paradise Estate, Runda, Westlands",House for Rent,"KSh 150,000"
4 Bed House with En Suite in Spring Valley,"Spring Valley, Westlands",4 bedroom house to rent in Spring Valley (Kenya...,"KSh 275,365"
3 Bed Villa with En Suite at La Marina Mtwapa,"La Marina Mtwapa, Mtwapa",MTWAPA FULLY FURNISHED 3 BEDROOM VILLA FOR RENT,"KSh 40,000"
3 Bed House with En Suite in Spring Valley,"Spring Valley, Westlands",Spacious and Serene Three Bedroom cottage to le...,"KSh 200,000"
7 Bed House with En Suite at Runda Road,"78, Runda Road, Runda, Westlands",Exquisite 7 bedroom house to rent,"KSh 400,000"
4 Bed Townhouse with En Suite at Runda,"Runda, Westlands","4br House, Runda","KSh 350,000"
4 Bed Townhouse with En Suite in Thika Road,Thika Road,4 bedroom townhouse to rent in Garden City-3KE1...,"KSh 200,000"
4 Bed House in Thigiri,"Thigiri, Westlands",Four bedrooms plus two sq for rent thingiri,"KSh 980,000"
4 Bed House with En Suite at Lavington,"01, lavington, Lavington",LUXURY REDEFINED! COZY AND CONTEMPORARY 4 BEDRO...,"KSh 220,000"
1 Bed House with En Suite in Gigiri,"Gigiri, Westlands",FURNISHED 1 BED GUESTHOUSE IN GIGIRI,"KSh 180,000"
5 Bed House with En Suite in Runda,"Runda, Westlands",Runda mimosa modern 5 bedroom all ensuite,"KSh 350,000"
5 Bed Townhouse with Garden in Runda,"Runda, Westlands",5 Bedroom Town House For Rent In Runda.,"KSh 320,000"
5 Bed Villa with En Suite at La-Marina Mtwapa,"Mtwapa, La-marina Mtwapa",Fully furnished 5 Bedrooms facing the creek bea...,"KSh 30,000"
4 Bed House with En Suite in Lake View,"Lake View, Westlands",4 bedroom house to rent in Lakeview,"KSh 420,000"
2 Bed House with En Suite at Central Drive,"2, Central Drive, Nyari, Westlands",Executive 2 Bedrooms detached bungalow to let...,"KSh 150,000"
5 Bed Townhouse with En Suite in Lavington,Lavington,5Bedroom Townhouse for Rent in Lavington,"KSh 280,000"
4 Bed House with En Suite at Lavington,Lavington,Lavington 4 bedroom house to let,"KSh 250,000"
3 Bed House with Garden in Lavington,Lavington,3 Bedroom House in Lavington,"KSh 250,000"
4 Bed House with En Suite at Miotoni Road,"O, miotoni road, Karen",4 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,"KSh 350,000"
5 Bed House in Lavington,Lavington,5 BEDROOM 200K,"KSh 200,000"
4 Bed House with En Suite at Runda Groove,"Runda groove, Runda, Westlands",Cosy 4 bed all ensuite with lockable garage in...,"KSh 320,000"
4 Bed Townhouse with En Suite at Kiambu Road,"01, Kiambu Road",Brand NEW Dream Home! Kiambu Road Four Bedroom...,"KSh 240,000"
4 Bed Townhouse with En Suite in Ongata Rongai,Ongata Rongai,"4 Bedroom Townhouse to Rent in Ongata Rongai, n...","KSh 66,000"
4 Bed Townhouse with En Suite in Runda,"Runda, Westlands",4 Bedroom All Ensuite Ambassadorial House With...,"KSh 400,000"
4 Bed House in Karen,Karen,Four bedrooms fully furnished Karen to rent,"KSh 500,000"
5 Bed Townhouse with En Suite in Lavington,Lavington,5Bedroom plus dsq for Rent in Lavington,"KSh 350,000"
3 Bed Townhouse with En Suite at Runda,"Runda, Westlands","3br Townhouse, Runda","KSh 250,000"
5 Bed Townhouse with En Suite in Lavington,Lavington,Modern 5 Bedrooms Town House To let In Lavingto...,"KSh 350,000"
4 Bed House with En Suite in Gikambura,"Gikambura, Kikuyu",Three Bedroom Master En Suite + DSQ To Let In G...,"KSh 55,000"
5 Bed Townhouse in Spring Valley,"Spring Valley, Westlands",Five bedrooms for lent spring valley,"KSh 350,000"
5 Bed House with En Suite at Runda,"Runda, Westlands","Spacious 5 Bedrooms To Let in Runda. $ 5,500 pe...","KSh 750,000"
4 Bed Townhouse with En Suite at Loresho,"Loresho, Westlands","4br Townhouse, Loresho","KSh 290,000"
5 Bed House in Kitisuru,"Kitisuru, Westlands",5 bedroom with 2 SQ for rent in kitusturu,"KSh 500,000"
4 Bed Townhouse with En Suite at Kyuan,"Kyuan, Kyuna, Westlands",Modern Four bedroom Townhouse,"KSh 270,000"
5 Bed Townhouse with En Suite in Lavington,Lavington,TOWNHOUSE FOR RENT IN LAVINGTON,"KSh 350,000"
4 Bed House with En Suite in Runda,"Runda, Westlands",Lovely Runda Four Bedroom Stand-Alone House.,"KSh 280,000"
5 Bed House with En Suite in Thome,"Thome, Roysambu",5 Bedroom All en-suite House To Let,"KSh 160,000"
4 Bed House with En Suite at Rosslyn,"Rosslyn, Westlands",Elegant Four bedroom House,"KSh 280,000"
5 Bed Villa with En Suite in Spring Valley,"Spring Valley, Westlands",Spring valley A Spectacular 5bedrooms Villa lo...,"KSh 350,000"
4 Bed Townhouse with En Suite in Rosslyn,"Rosslyn, Westlands",Brilliant 4 Bedroomed Town House For Rent In Ro...,"KSh 360,000"
4 Bed Townhouse with En Suite in Spring Valley,"Spring Valley, Westlands",Cozy 4 Bedroom Town House All Ensuite - Spring...,"KSh 250,000"
4 Bed Townhouse with En Suite in Kitisuru,"Kitisuru, Westlands",4 BEDROOM ALL EN-SUITE TOWNHOUSE FOR RENT IN KI...,"KSh 350,000"
4 Bed House with Garden at Lonetree,"Lonetree, Rosslyn, Westlands","4br House, Rosslyn Lonetree","KSh 290,000"
4 Bed Townhouse with En Suite in Garden Estate,"Garden Estate, Roysambu",Spacious,"KSh 100,000"
5 Bed House with En Suite at Acacia Road 555,"78, Acacia Road 555, Runda, Westlands",Sandwiched between built homes This charming 5-...,"KSh 250,000"
5 Bed House with En Suite in Karen,Karen,5 bedrooms House in One acre Gated community In...,"KSh 410,000"
5 Bed House with En Suite in Kitisuru,"Kitisuru, Westlands",Modern Luxury Living! Homely 5 Bedroom Villa Al...,"KSh 550,000"
4 Bed House with En Suite at Mukabi Close,"44, Mukabi close, Loresho, Westlands",Cottage 4 bedrooms for rent,"KSh 110,000"
4 Bed House with En Suite in Spring Valley,"Spring Valley, Westlands",Welcome Home! Newly Renovated Spring Valley Fou...,"KSh 250,000"
4 Bed House with En Suite in Rosslyn,"Rosslyn, Westlands",4 bedroom house for lent in Rosslyn,"KSh 320,000"
5 Bed House with En Suite in Thindigua,Thindigua,5 bedroom house for rent in kiambu road,"KSh 250,000"
4 Bed Villa with En Suite in Kikambala,Kikambala,"4 BRM Beach Side Furnished Holiday Villa, Nort...","KSh 40,000"
4 Bed House with En Suite in Kitisuru,"Kitisuru, Westlands",Kitisuru Four Bedroom house to let.,"KSh 280,000"
3 Bed House with Garden in Ngong,Ngong,A Cozy 3 Bedroom Cottage at the Foot of Ngong H...,"KSh 80,000"
5 Bed House with Backup Generator in Lower Kabete,"Lower Kabete, Westlands",5 Bedroom House For Rent On Lower Kabete.,"KSh 535,200"
5 Bed Townhouse in Lavington,Lavington,5bedroom 300k,"KSh 300,000"
5 Bed Townhouse with En Suite in Lavington,Lavington,5 bedroom townhouse for rent in lavington with...,"KSh 200,000"
5 Bed House with En Suite in Karen,Karen,5 bedroom house to rent in Karen (Kenya) 3KE161...,"KSh 300,000"
5 Bed Townhouse in Lavington,Lavington,5 BEDROOM 350K,"KSh 350,000"
4 Bed House with En Suite in Kitisuru,"Kitisuru, Westlands",A 4 bedroomed stand alone home.,"KSh 200,000"
4 Bed Townhouse with En Suite in Lavington,Lavington,4 BEDROOMS,"KSh 230,000"
4 Bed House with En Suite in Westlands Area,"Westlands Area, Westlands",Rustic and Charming Hillview Four Bedroom Stand...,"KSh 250,000"
4 Bed Townhouse with En Suite in Kiambu Road,Kiambu Road,Amazing Four Bedroom Townhouse To Let off Kiamb...,"KSh 170,000"
4 Bed House with En Suite in Lower Kabete,"Lower Kabete, Westlands",4 Bedroom Villa For Rent Lower Kabete,"KSh 470,000"
4 Bed House with En Suite at Karen,Karen,4 BEDROOM HOUSE FOR RENT IN KAREN,"KSh 400,000"
4 Bed House with En Suite at Northern Bypass,"Northern Bypass, Membley, Ruiru",Membly Estate Spacious and Modern 4 Bedroom Hou...,"KSh 150,000"
3 Bed Townhouse with En Suite at Westlands,"Westlands, Westlands Area","Encapsulating an unmatched level of grandeur, e...","KSh 270,000"
2 Bed House with En Suite at Karen Kephis,"Karen kephis, Karen",2 BEDROOM FOR RENT IN KAREN,"KSh 35,000"
5 Bed Townhouse with En Suite at Kaputei Garden,"33, Kaputei Garden, Lavington",5 bedrooms all en-suite plus garden. Set in a c...,"KSh 250,000"
4 Bed Townhouse with En Suite in Muthaiga,Muthaiga,4 bedroom townhouse to rent in Muthaiga,"KSh 500,000"
2 Bed House with Swimming Pool in Ridgeways,Ridgeways,A stunning two-bedroom house in a gated communi...,"KSh 180,000"
4 Bed Townhouse with En Suite in Kiambu Road,Kiambu Road,Rustic 4 Bedroom Townhouse plus dsq,"KSh 230,000"
4 Bed House with En Suite at Rosslyn,"01, rosslyn, Rosslyn, Westlands",Luxurious! Rosslyn 4 Bedroom Villa + DSQ in a S...,"KSh 430,000"
2 Bed House with En Suite at Karen,"karen, Karen",Beautiful Two bedroom furnished cottage,"KSh 140,000"
4 Bed Townhouse in Loresho,"Loresho, Westlands",Loresho 4 bedrooms all ensuite plus sq to let,"KSh 225,000"
5 Bed Townhouse with En Suite in Lavington,Lavington,Modern 5Bedroom Townhouse to Let in Lavington,"KSh 350,000"
4 Bed Townhouse with En Suite at Lavington,"lavington, Lavington",Lovely four bedroom Townhouse,"KSh 330,000"
5 Bed House with En Suite in Kitisuru,"Kitisuru, Westlands","5 bedroom House, All en-suite For Rent","KSh 780,000"
4 Bed Villa with En Suite in Spring Valley,"Spring Valley, Westlands",4 BEDROOM MODERN VILLA IN A GATED COMMUNITY OF...,"KSh 300,000"
5 Bed Townhouse with En Suite in Rosslyn,"Rosslyn, Westlands",• Live your Dream in this Spacious and Stylish...,"KSh 430,000"
5 Bed House with En Suite at Nyari,"Nyari, Westlands",Experience the luxury and comfort of living in...,"KSh 340,000"
2 Bed House with Garden at Karen,Karen,2 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,"KSh 50,000"
4 Bed House with En Suite at Karen,"karen, Karen",Modern 4 BR mansion for rent in Karen,"KSh 550,000"
4 Bed Townhouse with En Suite at Westlands,"0713n 0725n, within Brookside drive, Westlands, Brookside",Elegantly designed four bedroom townhouse withi...,"KSh 300,000"
4 Bed Townhouse with En Suite at Lavington,"lavington, Lavington",Town Hse 4bd all ensuite DSQ Mature Garden to l...,"KSh 150,000"
5 Bed House in Muthaiga,Muthaiga,5 BEDROOM 700K,"KSh 700,000"
2 Bed House with Swimming Pool in State House,State House,office space for rent at state house road,"KSh 140,000"
4 Bed House with En Suite in Runda,"Runda, Westlands",Charming Home! Runda Four Bedrooms Stand Alone...,"KSh 430,000"
4 Bed House with En Suite at Karen,Karen,Beautiful four bedroom House,"KSh 200,000"
6 Bed Townhouse with En Suite at Lavington,Lavington,Lavington 6 bedroom townhouse to let,"KSh 300,000"
3 Bed House with En Suite in Kitengela,Kitengela,3 Bedroom Bungalow to Let in Kitengela.,"KSh 40,000"
4 Bed House with En Suite at Lavington,Lavington,Lavington 4 bedroom house to let,"KSh 330,000"
5 Bed House with Swimming Pool in Karen,Karen,Karen Miotoni Duoble Storey House,"KSh 300,000"
4 Bed Townhouse with En Suite in Kitisuru,"Kitisuru, Westlands",4 bedroom townhouse to rent in kitisuru,"KSh 630,000"
3 Bed House with En Suite in Lavington,Lavington,3 bedroom house to rent in Lavington (Kenya) 3K...,"KSh 250,000"
3 Bed House with Garden in Karen,Karen,Less Crowded RealEstate Serene Karen Three Bedr...,"KSh 120,000"
4 Bed House with En Suite in Membley,"Membley, Ruiru","4 Bedroom Townhouse For Rent in Membley, Ruiru...","KSh 150,000"
3 Bed House with En Suite in Kitisuru,"Kitisuru, Westlands",Three bedroom guest wing to let.,"KSh 200,000"
5 Bed House with En Suite in Karen Hardy,Karen Hardy,5 Bedroom Home for Rent,"KSh 500,000"
1 Bed House with Garden in Runda,"Runda, Westlands",Fully furnished 1 bedroom for rent in runda,"KSh 80,000"
4 Bed Townhouse with En Suite in Runda,"Runda, Westlands",All ensuite 4 bedroom townhouse in Runda,"KSh 300,000"
4 Bed House with En Suite in Spring Valley,"Spring Valley, Westlands",Beautiful and Modern 4 Bedroom Villa,"KSh 450,000"
5 Bed House with En Suite at Miotoni Road,"O, miotoni road, Karen",5 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,"KSh 300,000"
4 Bed Townhouse with Garden in Brookside,"Brookside drive westland, Brookside, Westlands",A 4bdrm townhouse to let in westland.,"KSh 170,000"
4 Bed House with En Suite in Lavington,Lavington,4 Bedroom Townhouse,"KSh 200,000"
3 Bed Townhouse with En Suite in Redhill,Redhill,Beautiful 3 Bedroom Townhouse To Let In Red Hil...,"KSh 150,000"
1 Bed Townhouse with Garden in Runda,"Runda, Westlands",1 bedroom apartment in Runda,"KSh 50,000"
5 Bed Townhouse with En Suite in Lake View,"Lake View, Westlands",5 bedroom townhouse to rent in Lakeview,"KSh 570,000"
9 Bed House with En Suite at Glory Road,"88, Glory Road, Runda, Westlands",Residential & Embassy Use 5 Bedroom House Plus...,"KSh 650,000"
4 Bed Villa with En Suite in Runda,"Runda, Westlands",Furnished 4 Bedroom All Ensuite With Dsq,"KSh 350,000"
5 Bed House with En Suite in Runda,"Runda, Westlands",Amazing & Characterful 5-Bedroom Stand Alone Ho...,"KSh 400,000"
4 Bed Townhouse with En Suite in Kitisuru,"Kitisuru, Westlands","Kitisuru,4 Beds Town House For Rent.","KSh 400,000"
5 Bed House with En Suite in Kitisuru,"Kitisuru, Westlands",Beautiful 5 Bedrooms villa sitting on half an a...,"KSh 270,000"
4 Bed Townhouse with En Suite at Westlands,"westlands, General Mathenge, Westlands",Lovely four bedroom Townhouse,"KSh 160,000"
5 Bed House with En Suite in Runda,"Runda, Westlands",5 Bedroom House with 4 en-suite on 1/2 acre plo...,"KSh 596,000"
4 Bed House with En Suite in Kiambu Road,Kiambu Road,Modern 4 bedroom townhouse for rent in Kiambu R...,"KSh 200,000"
5 Bed House with En Suite at Rosslyn,"x, Rosslyn, Westlands",Spectacular 5 bedroom house for rent,"KSh 495,705"
5 Bed House with En Suite at Muthaiga Road,"78, Muthaiga Road, Muthaiga",This extremely spacious 5 bedroom stand alone h...,"KSh 550,000"
4 Bed Townhouse with En Suite at Lavington,Lavington,Lavington 4 bedroom townhouse to let,"KSh 130,000"
3 Bed House with En Suite at Off Ridgeways Road,"1, Off Ridgeways Road, Ridgeways",Cozy 3 Bedrooms bungalows in a gated community...,"KSh 300,000"
